common.name,scientific.name,class,genus,family
Madagascar Plover,Anarhynchus thoracicus,Aves,Anarhynchus,Charadriidae
Kittlitz's Plover,Anarhynchus pecuarius,Aves,Anarhynchus,Charadriidae
St. Helena Plover,Anarhynchus sanctaehelenae,Aves,Anarhynchus,Charadriidae
Red-capped Plover,Anarhynchus ruficapillus,Aves,Anarhynchus,Charadriidae
Snowy Plover,Anarhynchus nivosus,Aves,Anarhynchus,Charadriidae
Chestnut-banded Plover,Anarhynchus pallidus,Aves,Anarhynchus,Charadriidae
Malaysian Plover,Anarhynchus peronii,Aves,Anarhynchus,Charadriidae
White-fronted Plover,Anarhynchus marginatus,Aves,Anarhynchus,Charadriidae
Javan Plover,Anarhynchus javanicus,Aves,Anarhynchus,Charadriidae
Kentish Plover,Anarhynchus alexandrinus,Aves,Anarhynchus,Charadriidae
White-faced Plover,Anarhynchus dealbatus,Aves,Anarhynchus,Charadriidae
Plains-wanderer,Pedionomus torquatus,Aves,Pedionomus,Pedionomidae
Rufous-bellied Seedsnipe,Attagis gayi,Aves,Attagis,Thinocoridae
White-bellied Seedsnipe,Attagis malouinus,Aves,Attagis,Thinocoridae
Grey-breasted Seedsnipe,Thinocorus orbignyianus,Aves,Thinocorus,Thinocoridae
Least Seedsnipe,Thinocorus rumicivorus,Aves,Thinocorus,Thinocoridae
Greater Painted-Snipe,Rostratula benghalensis,Aves,Rostratula,Rostratulidae
Australian Painted-Snipe,Rostratula australis,Aves,Rostratula,Rostratulidae
South American Painted-Snipe,Nycticryphes semicollaris,Aves,Nycticryphes,Rostratulidae
Pheasant-tailed Jacana,Hydrophasianus chirurgus,Aves,Hydrophasianus,Jacanidae
Northern Jacana,Jacana spinosa,Aves,Jacana,Jacanidae
Wattled Jacana,Jacana jacana,Aves,Jacana,Jacanidae
Lesser Jacana,Microparra capensis,Aves,Microparra,Jacanidae
Comb-crested Jacana,Irediparra gallinacea,Aves,Irediparra,Jacanidae
Bronze-winged Jacana,Metopidius indicus,Aves,Metopidius,Jacanidae
African Jacana,Actophilornis africanus,Aves,Actophilornis,Jacanidae
Madagascar Jacana,Actophilornis albinucha,Aves,Actophilornis,Jacanidae
Upland Sandpiper,Bartramia longicauda,Aves,Bartramia,Scolopacidae
Bristle-thighed Curlew,Numenius tahitiensis,Aves,Numenius,Scolopacidae
Whimbrel,Numenius phaeopus,Aves,Numenius,Scolopacidae
Little Curlew,Numenius minutus,Aves,Numenius,Scolopacidae
Eskimo Curlew,Numenius borealis,Aves,Numenius,Scolopacidae
Long-billed Curlew,Numenius americanus,Aves,Numenius,Scolopacidae
Far Eastern Curlew,Numenius madagascariensis,Aves,Numenius,Scolopacidae
Slender-billed Curlew,Numenius tenuirostris,Aves,Numenius,Scolopacidae
Eurasian Curlew,Numenius arquata,Aves,Numenius,Scolopacidae
Bar-tailed Godwit,Limosa lapponica,Aves,Limosa,Scolopacidae
Black-tailed Godwit,Limosa limosa,Aves,Limosa,Scolopacidae
Hudsonian Godwit,Limosa haemastica,Aves,Limosa,Scolopacidae
Marbled Godwit,Limosa fedoa,Aves,Limosa,Scolopacidae
Asian Dowitcher,Limnodromus semipalmatus,Aves,Limnodromus,Scolopacidae
Short-billed Dowitcher,Limnodromus griseus,Aves,Limnodromus,Scolopacidae
Long-billed Dowitcher,Limnodromus scolopaceus,Aves,Limnodromus,Scolopacidae
Jack Snipe,Lymnocryptes minimus,Aves,Lymnocryptes,Scolopacidae
American Woodcock,Scolopax minor,Aves,Scolopax,Scolopacidae
Eurasian Woodcock,Scolopax rusticola,Aves,Scolopax,Scolopacidae
Amami Woodcock,Scolopax mira,Aves,Scolopax,Scolopacidae
Bukidnon Woodcock,Scolopax bukidnonensis,Aves,Scolopax,Scolopacidae
Javan Woodcock,Scolopax saturata,Aves,Scolopax,Scolopacidae
New Guinea Woodcock,Scolopax rosenbergii,Aves,Scolopax,Scolopacidae
Sulawesi Woodcock,Scolopax celebensis,Aves,Scolopax,Scolopacidae
Moluccan Woodcock,Scolopax rochussenii,Aves,Scolopax,Scolopacidae
North Island Snipe,Coenocorypha barrierensis,Aves,Coenocorypha,Scolopacidae
South Island Snipe,Coenocorypha iredalei,Aves,Coenocorypha,Scolopacidae
Chatham Islands Snipe,Coenocorypha pusilla,Aves,Coenocorypha,Scolopacidae
Snares Snipe,Coenocorypha huegeli,Aves,Coenocorypha,Scolopacidae
Subantarctic Snipe,Coenocorypha aucklandica,Aves,Coenocorypha,Scolopacidae
Imperial Snipe,Gallinago imperialis,Aves,Gallinago,Scolopacidae
Jameson's Snipe,Gallinago jamesoni,Aves,Gallinago,Scolopacidae
Fuegian Snipe,Gallinago stricklandii,Aves,Gallinago,Scolopacidae
Solitary Snipe,Gallinago solitaria,Aves,Gallinago,Scolopacidae
Wood Snipe,Gallinago nemoricola,Aves,Gallinago,Scolopacidae
Great Snipe,Gallinago media,Aves,Gallinago,Scolopacidae
Swinhoe's Snipe,Gallinago megala,Aves,Gallinago,Scolopacidae
Pin-tailed Snipe,Gallinago stenura,Aves,Gallinago,Scolopacidae
Latham's Snipe,Gallinago hardwickii,Aves,Gallinago,Scolopacidae
African Snipe,Gallinago nigripennis,Aves,Gallinago,Scolopacidae
Common Snipe,Gallinago gallinago,Aves,Gallinago,Scolopacidae
Wilson's Snipe,Gallinago delicata,Aves,Gallinago,Scolopacidae
Giant Snipe,Gallinago undulata,Aves,Gallinago,Scolopacidae
Noble Snipe,Gallinago nobilis,Aves,Gallinago,Scolopacidae
Puna Snipe,Gallinago andina,Aves,Gallinago,Scolopacidae
Madagascar Snipe,Gallinago macrodactyla,Aves,Gallinago,Scolopacidae
Pantanal Snipe,Gallinago paraguaiae,Aves,Gallinago,Scolopacidae
Magellanic Snipe,Gallinago magellanica,Aves,Gallinago,Scolopacidae
Wilson's Phalarope,Phalaropus tricolor,Aves,Phalaropus,Scolopacidae
Red Phalarope,Phalaropus fulicarius,Aves,Phalaropus,Scolopacidae
Red-necked Phalarope,Phalaropus lobatus,Aves,Phalaropus,Scolopacidae
Terek Sandpiper,Xenus cinereus,Aves,Xenus,Scolopacidae
Common Sandpiper,Actitis hypoleucos,Aves,Actitis,Scolopacidae
Spotted Sandpiper,Actitis macularius,Aves,Actitis,Scolopacidae
Green Sandpiper,Tringa ochropus,Aves,Tringa,Scolopacidae
Solitary Sandpiper,Tringa solitaria,Aves,Tringa,Scolopacidae
Grey-tailed Tattler,Tringa brevipes,Aves,Tringa,Scolopacidae
Wandering Tattler,Tringa incana,Aves,Tringa,Scolopacidae
Marsh Sandpiper,Tringa stagnatilis,Aves,Tringa,Scolopacidae
Wood Sandpiper,Tringa glareola,Aves,Tringa,Scolopacidae
Common Redshank,Tringa totanus,Aves,Tringa,Scolopacidae
Lesser Yellowlegs,Tringa flavipes,Aves,Tringa,Scolopacidae
Nordmann's Greenshank,Tringa guttifer,Aves,Tringa,Scolopacidae
Willet,Tringa semipalmata,Aves,Tringa,Scolopacidae
Spotted Redshank,Tringa erythropus,Aves,Tringa,Scolopacidae
Common Greenshank,Tringa nebularia,Aves,Tringa,Scolopacidae
Greater Yellowlegs,Tringa melanoleuca,Aves,Tringa,Scolopacidae
Kiritimati Sandpiper,Prosobonia cancellata,Aves,Prosobonia,Scolopacidae
White-winged Sandpiper,Prosobonia leucoptera,Aves,Prosobonia,Scolopacidae
Moorea Sandpiper,Prosobonia ellisi,Aves,Prosobonia,Scolopacidae
Tuamotu Sandpiper,Prosobonia parvirostris,Aves,Prosobonia,Scolopacidae
Ruddy Turnstone,Arenaria interpres,Aves,Arenaria,Scolopacidae
Black Turnstone,Arenaria melanocephala,Aves,Arenaria,Scolopacidae
Great Knot,Calidris tenuirostris,Aves,Calidris,Scolopacidae
Red Knot,Calidris canutus,Aves,Calidris,Scolopacidae
Surfbird,Calidris virgata,Aves,Calidris,Scolopacidae
Ruff,Calidris pugnax,Aves,Calidris,Scolopacidae
Broad-billed Sandpiper,Calidris falcinellus,Aves,Calidris,Scolopacidae
Sharp-tailed Sandpiper,Calidris acuminata,Aves,Calidris,Scolopacidae
Curlew Sandpiper,Calidris ferruginea,Aves,Calidris,Scolopacidae
Stilt Sandpiper,Calidris himantopus,Aves,Calidris,Scolopacidae
Temminck's Stint,Calidris temminckii,Aves,Calidris,Scolopacidae
Long-toed Stint,Calidris subminuta,Aves,Calidris,Scolopacidae
Red-necked Stint,Calidris ruficollis,Aves,Calidris,Scolopacidae
Spoon-billed Sandpiper,Calidris pygmaea,Aves,Calidris,Scolopacidae
Buff-breasted Sandpiper,Calidris subruficollis,Aves,Calidris,Scolopacidae
Sanderling,Calidris alba,Aves,Calidris,Scolopacidae
Dunlin,Calidris alpina,Aves,Calidris,Scolopacidae
Purple Sandpiper,Calidris maritima,Aves,Calidris,Scolopacidae
Rock Sandpiper,Calidris ptilocnemis,Aves,Calidris,Scolopacidae
Baird's Sandpiper,Calidris bairdii,Aves,Calidris,Scolopacidae
Little Stint,Calidris minuta,Aves,Calidris,Scolopacidae
White-rumped Sandpiper,Calidris fuscicollis,Aves,Calidris,Scolopacidae
Least Sandpiper,Calidris minutilla,Aves,Calidris,Scolopacidae
Pectoral Sandpiper,Calidris melanotos,Aves,Calidris,Scolopacidae
Western Sandpiper,Calidris mauri,Aves,Calidris,Scolopacidae
Semipalmated Sandpiper,Calidris pusilla,Aves,Calidris,Scolopacidae
Yellow-legged Buttonquail,Turnix tanki,Aves,Turnix,Turnicidae
Red-backed Buttonquail,Turnix maculosus,Aves,Turnix,Turnicidae
Barred Buttonquail,Turnix suscitator,Aves,Turnix,Turnicidae
Spotted Buttonquail,Turnix ocellatus,Aves,Turnix,Turnicidae
Small Buttonquail,Turnix sylvaticus,Aves,Turnix,Turnicidae
Little Buttonquail,Turnix velox,Aves,Turnix,Turnicidae
Red-chested Buttonquail,Turnix pyrrhothorax,Aves,Turnix,Turnicidae
Luzon Buttonquail,Turnix worcesteri,Aves,Turnix,Turnicidae
Sumba Buttonquail,Turnix everetti,Aves,Turnix,Turnicidae
Black-rumped Buttonquail,Turnix nanus,Aves,Turnix,Turnicidae
Fynbos Buttonquail,Turnix hottentottus,Aves,Turnix,Turnicidae
Chestnut-backed Buttonquail,Turnix castanotus,Aves,Turnix,Turnicidae
Buff-breasted Buttonquail,Turnix olivii,Aves,Turnix,Turnicidae
Painted Buttonquail,Turnix varius,Aves,Turnix,Turnicidae
New Caledonian Buttonquail,Turnix novaecaledoniae,Aves,Turnix,Turnicidae
Black-breasted Buttonquail,Turnix melanogaster,Aves,Turnix,Turnicidae
Madagascar Buttonquail,Turnix nigricollis,Aves,Turnix,Turnicidae
Quail-plover,Ortyxelos meiffrenii,Aves,Ortyxelos,Turnicidae
Crab-Plover,Dromas ardeola,Aves,Dromas,Dromadidae
Double-banded Courser,Smutsornis africanus,Aves,Smutsornis,Glareolidae
Bronze-winged Courser,Rhinoptilus chalcopterus,Aves,Rhinoptilus,Glareolidae
Jerdon's Courser,Rhinoptilus bitorquatus,Aves,Rhinoptilus,Glareolidae
Three-banded Courser,Rhinoptilus cinctus,Aves,Rhinoptilus,Glareolidae
Temminck's Courser,Cursorius temminckii,Aves,Cursorius,Glareolidae
Indian Courser,Cursorius coromandelicus,Aves,Cursorius,Glareolidae
Cream-colored Courser,Cursorius cursor,Aves,Cursorius,Glareolidae
Somali Courser,Cursorius somalensis,Aves,Cursorius,Glareolidae
Burchell's Courser,Cursorius rufus,Aves,Cursorius,Glareolidae
Rock Pratincole,Glareola nuchalis,Aves,Glareola,Glareolidae
Australian Pratincole,Glareola isabella,Aves,Glareola,Glareolidae
Grey Pratincole,Glareola cinerea,Aves,Glareola,Glareolidae
Small Pratincole,Glareola lactea,Aves,Glareola,Glareolidae
Madagascar Pratincole,Glareola ocularis,Aves,Glareola,Glareolidae
Collared Pratincole,Glareola pratincola,Aves,Glareola,Glareolidae
Black-winged Pratincole,Glareola nordmanni,Aves,Glareola,Glareolidae
Oriental Pratincole,Glareola maldivarum,Aves,Glareola,Glareolidae
Long-tailed Jaeger,Stercorarius longicaudus,Aves,Stercorarius,Stercorariidae
Parasitic Jaeger,Stercorarius parasiticus,Aves,Stercorarius,Stercorariidae
Pomarine Jaeger,Stercorarius pomarinus,Aves,Stercorarius,Stercorariidae
Great Skua,Stercorarius skua,Aves,Stercorarius,Stercorariidae
Chilean Skua,Stercorarius chilensis,Aves,Stercorarius,Stercorariidae
Brown Skua,Stercorarius antarcticus,Aves,Stercorarius,Stercorariidae
South Polar Skua,Stercorarius maccormicki,Aves,Stercorarius,Stercorariidae
Rhinoceros Auklet,Cerorhinca monocerata,Aves,Cerorhinca,Alcidae
Tufted Puffin,Fratercula cirrhata,Aves,Fratercula,Alcidae
Atlantic Puffin,Fratercula arctica,Aves,Fratercula,Alcidae
Horned Puffin,Fratercula corniculata,Aves,Fratercula,Alcidae
Cassin's Auklet,Ptychoramphus aleuticus,Aves,Ptychoramphus,Alcidae
Least Auklet,Aethia pusilla,Aves,Aethia,Alcidae
Whiskered Auklet,Aethia pygmaea,Aves,Aethia,Alcidae
Crested Auklet,Aethia cristatella,Aves,Aethia,Alcidae
Parakeet Auklet,Aethia psittacula,Aves,Aethia,Alcidae
Long-billed Murrelet,Brachyramphus perdix,Aves,Brachyramphus,Alcidae
Kittlitz's Murrelet,Brachyramphus brevirostris,Aves,Brachyramphus,Alcidae
Marbled Murrelet,Brachyramphus marmoratus,Aves,Brachyramphus,Alcidae
Black Guillemot,Cepphus grylle,Aves,Cepphus,Alcidae
Spectacled Guillemot,Cepphus carbo,Aves,Cepphus,Alcidae
Pigeon Guillemot,Cepphus columba,Aves,Cepphus,Alcidae
Razorbill,Alca torda,Aves,Alca,Alcidae
Great Auk,Pinguinus impennis,Aves,Pinguinus,Alcidae
Dovekie,Alle alle,Aves,Alle,Alcidae
Thick-billed Murre,Uria lomvia,Aves,Uria,Alcidae
Common Murre,Uria aalge,Aves,Uria,Alcidae
Ancient Murrelet,Synthliboramphus antiquus,Aves,Synthliboramphus,Alcidae
Japanese Murrelet,Synthliboramphus wumizusume,Aves,Synthliboramphus,Alcidae
Scripps's Murrelet,Synthliboramphus scrippsi,Aves,Synthliboramphus,Alcidae
Guadalupe Murrelet,Synthliboramphus hypoleucus,Aves,Synthliboramphus,Alcidae
Craveri's Murrelet,Synthliboramphus craveri,Aves,Synthliboramphus,Alcidae
Swallow-tailed Gull,Creagrus furcatus,Aves,Creagrus,Laridae
Little Gull,Hydrocoloeus minutus,Aves,Hydrocoloeus,Laridae
Ross's Gull,Rhodostethia rosea,Aves,Rhodostethia,Laridae
Black-legged Kittiwake,Rissa tridactyla,Aves,Rissa,Laridae
Red-legged Kittiwake,Rissa brevirostris,Aves,Rissa,Laridae
Ivory Gull,Pagophila eburnea,Aves,Pagophila,Laridae
Sabine's Gull,Xema sabini,Aves,Xema,Laridae
Saunders's Gull,Saundersilarus saundersi,Aves,Saundersilarus,Laridae
Slender-billed Gull,Chroicocephalus genei,Aves,Chroicocephalus,Laridae
Bonaparte's Gull,Chroicocephalus philadelphia,Aves,Chroicocephalus,Laridae
Silver Gull,Chroicocephalus novaehollandiae,Aves,Chroicocephalus,Laridae
Black-billed Gull,Chroicocephalus bulleri,Aves,Chroicocephalus,Laridae
Andean Gull,Chroicocephalus serranus,Aves,Chroicocephalus,Laridae
Brown-hooded Gull,Chroicocephalus maculipennis,Aves,Chroicocephalus,Laridae
Black-headed Gull,Chroicocephalus ridibundus,Aves,Chroicocephalus,Laridae
Brown-headed Gull,Chroicocephalus brunnicephalus,Aves,Chroicocephalus,Laridae
Grey-hooded Gull,Chroicocephalus cirrocephalus,Aves,Chroicocephalus,Laridae
Hartlaub's Gull,Chroicocephalus hartlaubii,Aves,Chroicocephalus,Laridae
Grey Gull,Leucophaeus modestus,Aves,Leucophaeus,Laridae
Dolphin Gull,Leucophaeus scoresbii,Aves,Leucophaeus,Laridae
Laughing Gull,Leucophaeus atricilla,Aves,Leucophaeus,Laridae
Franklin's Gull,Leucophaeus pipixcan,Aves,Leucophaeus,Laridae
Lava Gull,Leucophaeus fuliginosus,Aves,Leucophaeus,Laridae
Pallas's Gull,Ichthyaetus ichthyaetus,Aves,Ichthyaetus,Laridae
Relict Gull,Ichthyaetus relictus,Aves,Ichthyaetus,Laridae
Audouin's Gull,Ichthyaetus audouinii,Aves,Ichthyaetus,Laridae
Mediterranean Gull,Ichthyaetus melanocephalus,Aves,Ichthyaetus,Laridae
Sooty Gull,Ichthyaetus hemprichii,Aves,Ichthyaetus,Laridae
White-eyed Gull,Ichthyaetus leucophthalmus,Aves,Ichthyaetus,Laridae
Pacific Gull,Larus pacificus,Aves,Larus,Laridae
Belcher's Gull,Larus belcheri,Aves,Larus,Laridae
Black-tailed Gull,Larus crassirostris,Aves,Larus,Laridae
Olrog's Gull,Larus atlanticus,Aves,Larus,Laridae
Heermann's Gull,Larus heermanni,Aves,Larus,Laridae
Common Gull,Larus canus,Aves,Larus,Laridae
Short-billed Gull,Larus brachyrhynchus,Aves,Larus,Laridae
Ring-billed Gull,Larus delawarensis,Aves,Larus,Laridae
Yellow-footed Gull,Larus livens,Aves,Larus,Laridae
Western Gull,Larus occidentalis,Aves,Larus,Laridae
Caspian Gull,Larus cachinnans,Aves,Larus,Laridae
Kelp Gull,Larus dominicanus,Aves,Larus,Laridae
American Herring Gull,Larus smithsonianus,Aves,Larus,Laridae
Vega Gull,Larus vegae,Aves,Larus,Laridae
Mongolian Gull,Larus mongolicus,Aves,Larus,Laridae
European Herring Gull,Larus argentatus,Aves,Larus,Laridae
Yellow-legged Gull,Larus michahellis,Aves,Larus,Laridae
Armenian Gull,Larus armenicus,Aves,Larus,Laridae
Great Black-backed Gull,Larus marinus,Aves,Larus,Laridae
Glaucous Gull,Larus hyperboreus,Aves,Larus,Laridae
Lesser Black-backed Gull,Larus fuscus,Aves,Larus,Laridae
California Gull,Larus californicus,Aves,Larus,Laridae
Glaucous-winged Gull,Larus glaucescens,Aves,Larus,Laridae
Slaty-backed Gull,Larus schistisagus,Aves,Larus,Laridae
Iceland Gull,Larus glaucoides,Aves,Larus,Laridae
African Skimmer,Rynchops flavirostris,Aves,Rynchops,Laridae
Indian Skimmer,Rynchops albicollis,Aves,Rynchops,Laridae
Black Skimmer,Rynchops niger,Aves,Rynchops,Laridae
White Tern,Gygis alba,Aves,Gygis,Laridae
Brown Noddy,Anous stolidus,Aves,Anous,Laridae
Lesser Noddy,Anous tenuirostris,Aves,Anous,Laridae
Black Noddy,Anous minutus,Aves,Anous,Laridae
Grey Noddy,Anous albivitta,Aves,Anous,Laridae
Blue-grey Noddy,Anous ceruleus,Aves,Anous,Laridae
Aleutian Tern,Onychoprion aleuticus,Aves,Onychoprion,Laridae
Sooty Tern,Onychoprion fuscatus,Aves,Onychoprion,Laridae
Bridled Tern,Onychoprion anaethetus,Aves,Onychoprion,Laridae
Grey-backed Tern,Onychoprion lunatus,Aves,Onychoprion,Laridae
Little Tern,Sternula albifrons,Aves,Sternula,Laridae
Saunders's Tern,Sternula saundersi,Aves,Sternula,Laridae
Damara Tern,Sternula balaenarum,Aves,Sternula,Laridae
Australian Fairy Tern,Sternula nereis,Aves,Sternula,Laridae
Least Tern,Sternula antillarum,Aves,Sternula,Laridae
Yellow-billed Tern,Sternula superciliaris,Aves,Sternula,Laridae
Peruvian Tern,Sternula lorata,Aves,Sternula,Laridae
Large-billed Tern,Phaetusa simplex,Aves,Phaetusa,Laridae
Gull-billed Tern,Gelochelidon nilotica,Aves,Gelochelidon,Laridae
Australian Tern,Gelochelidon macrotarsa,Aves,Gelochelidon,Laridae
Caspian Tern,Hydroprogne caspia,Aves,Hydroprogne,Laridae
Inca Tern,Larosterna inca,Aves,Larosterna,Laridae
Whiskered Tern,Chlidonias hybrida,Aves,Chlidonias,Laridae
Black-fronted Tern,Chlidonias albostriatus,Aves,Chlidonias,Laridae
Black Tern,Chlidonias niger,Aves,Chlidonias,Laridae
White-winged Tern,Chlidonias leucopterus,Aves,Chlidonias,Laridae
River Tern,Sterna aurantia,Aves,Sterna,Laridae
Forster's Tern,Sterna forsteri,Aves,Sterna,Laridae
Snowy-crowned Tern,Sterna trudeaui,Aves,Sterna,Laridae
Arctic Tern,Sterna paradisaea,Aves,Sterna,Laridae
South American Tern,Sterna hirundinacea,Aves,Sterna,Laridae
Antarctic Tern,Sterna vittata,Aves,Sterna,Laridae
Kerguelen Tern,Sterna virgata,Aves,Sterna,Laridae
Common Tern,Sterna hirundo,Aves,Sterna,Laridae
White-cheeked Tern,Sterna repressa,Aves,Sterna,Laridae
Black-naped Tern,Sterna sumatrana,Aves,Sterna,Laridae
Roseate Tern,Sterna dougallii,Aves,Sterna,Laridae
White-fronted Tern,Sterna striata,Aves,Sterna,Laridae
Black-bellied Tern,Sterna acuticauda,Aves,Sterna,Laridae
Sandwich Tern,Thalasseus sandvicensis,Aves,Thalasseus,Laridae
Elegant Tern,Thalasseus elegans,Aves,Thalasseus,Laridae
Lesser Crested Tern,Thalasseus bengalensis,Aves,Thalasseus,Laridae
West African Crested Tern,Thalasseus albididorsalis,Aves,Thalasseus,Laridae
Royal Tern,Thalasseus maximus,Aves,Thalasseus,Laridae
Great Crested Tern,Thalasseus bergii,Aves,Thalasseus,Laridae
Chinese Crested Tern,Thalasseus bernsteini,Aves,Thalasseus,Laridae
Chilean Flamingo,Phoenicopterus chilensis,Aves,Phoenicopterus,Phoenicopteridae
American Flamingo,Phoenicopterus ruber,Aves,Phoenicopterus,Phoenicopteridae
Greater Flamingo,Phoenicopterus roseus,Aves,Phoenicopterus,Phoenicopteridae
Lesser Flamingo,Phoeniconaias minor,Aves,Phoeniconaias,Phoenicopteridae
Andean Flamingo,Phoenicoparrus andinus,Aves,Phoenicoparrus,Phoenicopteridae
James's Flamingo,Phoenicoparrus jamesi,Aves,Phoenicoparrus,Phoenicopteridae
White-tufted Grebe,Rollandia rolland,Aves,Rollandia,Podicipedidae
Titicaca Grebe,Rollandia microptera,Aves,Rollandia,Podicipedidae
Alaotra Grebe,Tachybaptus rufolavatus,Aves,Tachybaptus,Podicipedidae
Little Grebe,Tachybaptus ruficollis,Aves,Tachybaptus,Podicipedidae
Australasian Grebe,Tachybaptus novaehollandiae,Aves,Tachybaptus,Podicipedidae
Madagascar Grebe,Tachybaptus pelzelnii,Aves,Tachybaptus,Podicipedidae
Least Grebe,Tachybaptus dominicus,Aves,Tachybaptus,Podicipedidae
Pied-billed Grebe,Podilymbus podiceps,Aves,Podilymbus,Podicipedidae
Atitlan Grebe,Podilymbus gigas,Aves,Podilymbus,Podicipedidae
Hoary-headed Grebe,Poliocephalus poliocephalus,Aves,Poliocephalus,Podicipedidae
New Zealand Grebe,Poliocephalus rufopectus,Aves,Poliocephalus,Podicipedidae
Great Grebe,Podiceps major,Aves,Podiceps,Podicipedidae
Horned Grebe,Podiceps auritus,Aves,Podiceps,Podicipedidae
Red-necked Grebe,Podiceps grisegena,Aves,Podiceps,Podicipedidae
Great Crested Grebe,Podiceps cristatus,Aves,Podiceps,Podicipedidae
Eared Grebe,Podiceps nigricollis,Aves,Podiceps,Podicipedidae
Colombian Grebe,Podiceps andinus,Aves,Podiceps,Podicipedidae
Silvery Grebe,Podiceps occipitalis,Aves,Podiceps,Podicipedidae
Junin Grebe,Podiceps taczanowskii,Aves,Podiceps,Podicipedidae
Hooded Grebe,Podiceps gallardoi,Aves,Podiceps,Podicipedidae
Western Grebe,Aechmophorus occidentalis,Aves,Aechmophorus,Podicipedidae
Clark's Grebe,Aechmophorus clarkii,Aves,Aechmophorus,Podicipedidae
Hoatzin,Opisthocomus hoazin,Aves,Opisthocomus,Opisthocomidae
Kagu,Rhynochetos jubatus,Aves,Rhynochetos,Rhynochetidae
Sunbittern,Eurypyga helias,Aves,Eurypyga,Eurypygidae
White-tailed Tropicbird,Phaethon lepturus,Aves,Phaethon,Phaethontidae
Red-billed Tropicbird,Phaethon aethereus,Aves,Phaethon,Phaethontidae
